TABLE;CODE;PAC1;PAC2;VOLTAGE;PHASES;SEC_PHASES;VOLTAGE_TYPE;FEEDER;TRANSFORMER_TYPE
SSDMT;12743_13992374;12743-11820546C;12743-11820547;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301835;12743-7984294C;12743-7987531;;B;;MT;BRBBB-FC;
SSDMT;12783_9371596;12783-8056566;12783-8054060;;A;;MT;BRBBB-FC;
SSDMT;12743_9303824;12743-7986749;12743-7987129;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371474;12783-8052974;12783-8058678;;B;;MT;BRBBB-FC;
SSDMT;12743_14015251;12743-11842826;12743-11842828;;BC;;MT;BRBBB-FC;
SSDMT;12743_9303527;12743-7987022;12743-7988148;;C;;MT;BRBBB-FC;
SSDMT;12783_9373160;12783-8058399;12783-8055702;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373672;12783-8058085;12783-8054684;;B;;MT;BRBBB-FC;
SSDMT;12743_9303752;12743-7982977;12743-7986171;;C;;MT;BRBBB-FC;
SSDMT;12783_9372290;12783-8052173;12783-8054945;;A;;MT;BRBBB-FC;
SSDMT;12743_9301541;12743-7984738;12743-7983521;;C;;MT;BRBBB-FC;
SSDMT;12743_9301777;12743-7982735;12743-7982718;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9370647;12783-8056263;12783-9813924;;B;;MT;BRBBB-FC;
SSDMT;12743_9305107;12743-7985777;12743-7984085;;C;;MT;BRBBB-FC;
SSDMT;12783_9374870;12783-8053669;12783-8058105;;A;;MT;BRBBB-FC;
SSDMT;12783_9375217;12783-8053854;12783-8055276;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372465;12783-8052195;12783-8055015;;C;;MT;BRBBB-FC;
SSDMT;12783_9374192;12783-8055952;12783-8058107;;A;;MT;BRBBB-FC;
SSDMT;12783_9372857;12783-8053479;12783-8057301;;C;;MT;BRBBB-FC;
SSDMT;12783_9375581;12783-8056382;12783-8056381;;A;;MT;BRBBB-FC;
SSDMT;12783_9374627;12783-8052803C;12783-8056579;;A;;MT;BRBBB-FC;
SSDMT;12783_9374065;12783-8056901;12783-8054238;;BC;;MT;BRBBB-FC;
SSDMT;12783_9371675;12783-8053013;12783-8057919;;C;;MT;BRBBB-FC;
SSDMT;12743_9304270;12743-7987914;12743-7983510;;C;;MT;BRBBB-FC;
SSDMT;12783_9376390;12783-8052662;12783-8051855;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304030;12743-7988061;12743-7983847;;B;;MT;BRBBB-FC;
SSDMT;12743_9306196;12743-7982739;12743-7982741;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372121;12783-8056559;12783-8058892;;A;;MT;BRBBB-FC;
SSDMT;12743_14015262;12743-11842831;12743-11842839;;BC;;MT;BRBBB-FC;
SSDMT;12743_9303421;12743-7988180;12743-7988179;;C;;MT;BRBBB-FC;
SSDMT;12743_9303007;12743-7987132;12743-7982984;;A;;MT;BRBBB-FC;
SSDMT;12743_9302623;12743-7987985C;12743-7983411;;C;;MT;BRBBB-FC;
SSDMT;12783_9372987;12783-8058816;12783-8052212;;B;;MT;BRBBB-FC;
SSDMT;12743_9305857;12743-7983200;12743-7988545;;C;;MT;BRBBB-FC;
SSDMT;12743_14014788;12743-11842373;12743-11842374;;BC;;MT;BRBBB-FC;
SSDMT;12743_9302119;12743-7986038;12743-7984009;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374677;12783-8057514;12783-8058129;;B;;MT;BRBBB-FC;
SSDMT;12783_9374077;12783-8052528;12783-8054395;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9306015;12743-7983232;12743-7985238;;C;;MT;BRBBB-FC;
SSDMT;12743_9304354;12743-7987596;12743-7983580;;B;;MT;BRBBB-FC;
SSDMT;12783_10304128;12783-8901253;12783-8900080;;A;;MT;BRBBB-FC;
SSDMT;12743_9302322;12743-7985934C;12743-7987464;;C;;MT;BRBBB-FC;
SSDMT;12783_9372058;12783-8058724;12783-8053075;;B;;MT;BRBBB-FC;
SSDMT;12743_9301943;12743-7983368C;12743-7983721;;A;;MT;BRBBB-FC;
SSDMT;12783_9375597;12783-8054013;12783-8055361;;C;;MT;BRBBB-FC;
SSDMT;12783_9373451;12783-8058420;12783-8055250;;B;;MT;BRBBB-FC;
SSDMT;12783_9373347;12783-8058833;12783-8055854;;B;;MT;BRBBB-FC;
SSDMT;12743_9305494;12743-7982927;12743-7985145;;C;;MT;BRBBB-FC;
SSDMT;12743_13992442;12743-11820619C;12743-11820620;;C;;MT;BRBBB-FC;
SSDMT;12783_9371829;12783-8053387;12783-8053386;;A;;MT;BRBBB-FC;
SSDMT;12783_9375735;12783-8058225;12783-8054402;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9370950;12783-8057779;12783-8058576;;B;;MT;BRBBB-FC;
SSDMT;12783_13698638;12783-11543073;12783-11543074;;C;;MT;BRBBB-FC;
SSDMT;12743_9302407;12743-7982829C;12743-7986470;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305868;12743-7984851;12743-7988429;;C;;MT;BRBBB-FC;
SSDMT;12743_9303214;12743-7987133;12743-7986176;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9303829;12743-7985173;12743-7985172;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373762;12783-8052327;12783-8056266;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9306134;12743-7985541;12743-7985958;;C;;MT;BRBBB-FC;
SSDMT;12783_9372020;12783-8054877C;12783-8052694;;B;;MT;BRBBB-FC;
SSDMT;12783_9372407;12783-8056086C;12783-8054506;;C;;MT;BRBBB-FC;
SSDMT;12783_9371694;12783-8058037;12783-8058619;;C;;MT;BRBBB-FC;
SSDMT;12783_9371427;12783-8056365;12783-8053033;;C;;MT;BRBBB-FC;
SSDMT;12783_9371910;12783-8055344;12783-8055342;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305051;12743-7983522;12743-7987409;;C;;MT;BRBBB-FC;
SSDMT;12783_9375957;12783-8054852;12783-8057065;;B;;MT;BRBBB-FC;
SSDMT;12783_9372321;12783-8054091;12783-8053332;;A;;MT;BRBBB-FC;
SSDMT;12743_9305912;12743-7983206;12743-7985220;;C;;MT;BRBBB-FC;
SSDMT;12783_9373676;12783-8057375;12783-8054369;;B;;MT;BRBBB-FC;
SSDMT;12743_9303162;12743-7986773;12743-7986211;;C;;MT;BRBBB-FC;
SSDMT;12743_14013334;12743-11840927;12743-11840929;;BC;;MT;BRBBB-FC;
SSDMT;12783_9376165;12783-8056917;12783-8051986;;B;;MT;BRBBB-FC;
SSDMT;12783_9375651;12783-8052306;12783-8053343;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9370901;12783-8053896;12783-8058560;;B;;MT;BRBBB-FC;
SSDMT;12743_9304882;12743-7983337;12743-7983578;;B;;MT;BRBBB-FC;
SSDMT;12783_9372287;12783-8054046;12783-8058605;;A;;MT;BRBBB-FC;
SSDMT;12783_9374066;12783-8058958;12783-8056901;;BC;;MT;BRBBB-FC;
SSDMT;12743_13992418;12743-11820593;12743-11820595;;BC;;MT;BRBBB-FC;
SSDMT;12783_9371962;12783-8056537;12783-8056108;;B;;MT;BRBBB-FC;
SSDMT;12783_9373581;12783-8055728;12783-8057182;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372918;12783-8055294;12783-8055508;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9370728;12783-8052871;12783-8058551;;B;;MT;BRBBB-FC;
SSDMT;12743_13974263;12743-11802527;12743-11802528;;AB;;MT;BRBBB-FC;
SSDMT;12783_9375249;12783-8052288;12783-8055728;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13974251;12743-7986925;12743-11802518;;AB;;MT;BRBBB-FC;
SSDMT;12743_9301788;12743-7982661;12743-7982703;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302270;12743-7986501;12743-7985605;;C;;MT;BRBBB-FC;
SSDMT;12743_13992035;12743-11820268;12743-11820269;;BC;;MT;BRBBB-FC;
SSDMT;12783_13698867;12783-11543318C;12783-11543319;;C;;MT;BRBBB-FC;
SSDMT;12743_9305544;12743-7987015;12743-7985140;;C;;MT;BRBBB-FC;
SSDMT;12743_9304718;12743-7986114;12743-7985810;;BC;;MT;BRBBB-FC;
SSDMT;12743_9303888;12743-7983131;12743-7983134;;C;;MT;BRBBB-FC;
SSDMT;12783_9374932;12783-8057640;12783-8057641;;B;;MT;BRBBB-FC;
SSDMT;12743_9302007;12743-7986024;12743-7987161;;C;;MT;BRBBB-FC;
SSDMT;12743_9301931;12743-7983933;12743-7986685;;C;;MT;BRBBB-FC;
SSDMT;12783_9373973;12783-8054258;12783-8054257;;B;;MT;BRBBB-FC;
SSDMT;12783_9376123;12783-8057445;12783-8056760;;B;;MT;BRBBB-FC;
SSDMT;12783_9374489;12783-8058808;12783-8053353;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373889;12783-8055258;12783-8054390;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373561;12783-8055227;12783-8055225;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305652;12743-7986476;12743-7986858;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371343;12783-8055333;12783-8055332;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373933;12783-8053541;12783-8058989;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9375761;12783-8053270;12783-9813923;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13992281;12743-11820460;12743-11820463;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301906;12743-7982998;12743-7987138;;C;;MT;BRBBB-FC;
SSDMT;12743_9303637;12743-7983830;12743-7986632;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371907;12783-8058869;12783-8052092;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372270;12783-8054517;12783-8054048;;A;;MT;BRBBB-FC;
SSDMT;12783_9375607;12783-8052592;12783-8056077;;B;;MT;BRBBB-FC;
SSDMT;12783_13635454;12783-11486108;12783-11486109;;C;;MT;BRBBB-FC;
SSDMT;12783_9375157;12783-8056620;12783-8053683;;A;;MT;BRBBB-FC;
SSDMT;12783_13698631;12783-11543066;12783-11543067;;C;;MT;BRBBB-FC;
SSDMT;12743_9305935;12743-7983209;12743-7984884;;C;;MT;BRBBB-FC;
SSDMT;12783_9375645;12783-8054934;12783-8052298;;B;;MT;BRBBB-FC;
SSDMT;12783_9375536;12783-8051938;12783-8052888;;B;;MT;BRBBB-FC;
SSDMT;12743_13992185;12743-11820413;12743-11820414;;BC;;MT;BRBBB-FC;
SSDMT;12743_9304439;12743-7983737;12743-7986366;;C;;MT;BRBBB-FC;
SSDMT;12743_14013753;12743-11841358;12743-11841359;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301426;12743-7985016;12743-7985687;;C;;MT;BRBBB-FC;
SSDMT;12783_13974507;12783-11802775C;12783-11802776;;A;;MT;BRBBB-FC;
SSDMT;12783_9372528;12783-8058905;12783-8052223;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373301;12783-8058016;12783-8053613;;B;;MT;BRBBB-FC;
SSDMT;12783_9370899;12783-8056904;12783-8051924;;B;;MT;BRBBB-FC;
SSDMT;12743_9301619;12743-7985041C;12743-7983530;;C;;MT;BRBBB-FC;
SSDMT;12783_9370659;12783-8058174C;12783-8058440;;B;;MT;BRBBB-FC;
SSDMT;12783_9375165;12783-8057553;12783-8056052;;A;;MT;BRBBB-FC;
SSDMT;12783_9376306;12783-8054224;12783-8059065;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374923;12783-8059304;12783-8058427;;A;;MT;BRBBB-FC;
SSDMT;12743_9305396;12743-7986304;12743-7983130;;C;;MT;BRBBB-FC;
SSDMT;12743_9303192;12743-7987058;12743-7988188;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302174;12743-7988230;12743-7987735;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374737;12783-8058138;12783-8054468;;B;;MT;BRBBB-FC;
SSDMT;12783_9372645;12783-8056638;12783-8057169;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302074;12743-7988255;12743-7983186;;C;;MT;BRBBB-FC;
SSDMT;12743_9302918;12743-7985457;12743-7986269;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372289;12783-8058607;12783-8052173;;A;;MT;BRBBB-FC;
SSDMT;12783_9371386;12783-8052049;12783-8058622;;CA;;MT;BRBBB-FC;
SSDMT;12743_9303184;12743-7986202;12743-7988185;;C;;MT;BRBBB-FC;
SSDMT;12743_9302585;12743-7987508;12743-7983646;;C;;MT;BRBBB-FC;
SSDMT;12783_9376435;12783-8057585;12783-8053772;;C;;MT;BRBBB-FC;
SSDMT;12783_9375614;12783-8054840;12783-8053056;;A;;MT;BRBBB-FC;
SSDMT;12743_9304264;12743-7986546C;12743-7987043;;C;;MT;BRBBB-FC;
SSDMT;12783_9375396;12783-8057490;12783-8057491;;A;;MT;BRBBB-FC;
SSDMT;12743_9302325;12743-7983735;12743-7983734;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304200;12743-7984115;12743-7984116;;B;;MT;BRBBB-FC;
SSDMT;12783_9375310;12783-8057204;12783-8058758;;B;;MT;BRBBB-FC;
SSDMT;12743_13992135;12743-11820364;12743-11820365;;BC;;MT;BRBBB-FC;
SSDMT;12783_9376076;12783-8055467;12783-8054990;;B;;MT;BRBBB-FC;
SSDMT;12783_9371017;12783-8052912;12783-8053323;;B;;MT;BRBBB-FC;
SSDMT;12783_9370902;12783-8058560;12783-8053898;;B;;MT;BRBBB-FC;
SSDMT;12783_9374657;12783-8057628C;12783-8056704;;B;;MT;BRBBB-FC;
SSDMT;12743_9303493;12743-7985162C;12743-7988156;;C;;MT;BRBBB-FC;
SSDMT;12783_9371085;12783-8053918;12783-8057805;;B;;MT;BRBBB-FC;
SSDMT;12783_9373603;12783-8057410;12783-8056031;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371284;12783-8058715C;12783-8057932;;C;;MT;BRBBB-FC;
SSDMT;12743_9304499;12743-7985816;12743-7984694;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301875;12743-7985733;12743-7986331;;C;;MT;BRBBB-FC;
SSDMT;12783_9372910;12783-8053179;12783-8056024;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373709;12783-8054313;12783-8055179;;B;;MT;BRBBB-FC;
SSDMT;12743_9305360;12743-7987631;12743-7984832;;C;;MT;BRBBB-FC;
SSDMT;12783_9375227;12783-8059114;12783-8057506;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305836;12743-7984319C;12743-7985521;;C;;MT;BRBBB-FC;
SSDMT;12783_9375695;12783-8056547;12783-8055412;;A;;MT;BRBBB-FC;
SSDMT;12743_9304763;12743-7986129;12743-7985858;;A;;MT;BRBBB-FC;
SSDMT;12783_9374412;12783-8057625;12783-8056046;;B;;MT;BRBBB-FC;
SSDMT;12743_9303649;12743-7983877;12743-7986158;;C;;MT;BRBBB-FC;
SSDMT;12783_9371345;12783-8058851;12783-8056370;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305528;12743-7986634;12743-7986633;;B;;MT;BRBBB-FC;
SSDMT;12743_9303552;12743-7988150;12743-7985160;;C;;MT;BRBBB-FC;
SSDMT;12743_9302140;12743-7988258;12743-7983071;;C;;MT;BRBBB-FC;
SSDMT;12743_9302151;12743-7983976C;12743-7987339;;A;;MT;BRBBB-FC;
SSDMT;12743_9304174;12743-7984109;12743-7985459;;B;;MT;BRBBB-FC;
SSDMT;12783_9374040;12783-8054326;12783-8052455;;C;;MT;BRBBB-FC;
SSDMT;12783_9371800;12783-8053656;12783-8058334;;A;;MT;BRBBB-FC;
SSDMT;12783_9373286;12783-8055888;12783-8057329;;B;;MT;BRBBB-FC;
SSDMT;12743_9305863;12743-7988546;12743-7987651;;C;;MT;BRBBB-FC;
SSDMT;12743_9303600;12743-7986899;12743-7986638;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9375270;12783-8059127C;12783-8057408;;ABC;;MT;BRBBB-FC;
SSDMT;12783_13698680;12783-11543116;12783-11543117;;C;;MT;BRBBB-FC;
SSDMT;12743_9303121;12743-7987448;12743-7988085;;C;;MT;BRBBB-FC;
SSDMT;12783_9375984;12783-8054118;12783-8057909;;A;;MT;BRBBB-FC;
SSDMT;12783_13698648;12783-11543083;12783-11543085;;C;;MT;BRBBB-FC;
SSDMT;12783_9372238;12783-8052154;12783-8055420;;A;;MT;BRBBB-FC;
SSDMT;12783_9376381;12783-8053767;12783-8058180;;A;;MT;BRBBB-FC;
SSDMT;12743_14015266;12743-11842842;12743-11842843;;BC;;MT;BRBBB-FC;
SSDMT;12743_14012279;12743-11839910;12743-11839915;;BC;;MT;BRBBB-FC;
SSDMT;12743_9302904;12743-7984600;12743-7986046;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9376397;12783-8051768;12783-8051782;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301547;12743-7984739;12743-7986450;;C;;MT;BRBBB-FC;
SSDMT;12783_9375148;12783-8053055;12783-8058159;;A;;MT;BRBBB-FC;
SSDMT;12743_13992275;12743-11820455;12743-11820456;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301610;12743-7988511;12743-7986459;;C;;MT;BRBBB-FC;
SSDMT;12783_9371495;12783-8057016;12783-8058674;;B;;MT;BRBBB-FC;
SSDMT;12783_9372497;12783-8055006C;12783-8057602;;A;;MT;BRBBB-FC;
SSDMT;12783_9372051;12783-8054016C;12783-8058728;;B;;MT;BRBBB-FC;
SSDMT;12743_9305114;12743-7987404;12743-7987932;;C;;MT;BRBBB-FC;
SSDMT;12783_9374407;12783-8052362C;12783-8053790;;B;;MT;BRBBB-FC;
SSDMT;12783_9373093;12783-8052246;12783-8058924;;A;;MT;BRBBB-FC;
SSDMT;12783_9375737;12783-8058220;12783-8058404;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372435;12783-8052659;12783-8052371;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9303283;12743-7982917;12743-7988045;;C;;MT;BRBBB-FC;
SSDMT;12783_9372184;12783-8058297;12783-8055439;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13992373;12743-11820545;12743-11820546;;BC;;MT;BRBBB-FC;
SSDMT;12743_9303715;12743-7984455C;12743-7982939;;B;;MT;BRBBB-FC;
SSDMT;12783_9372828;12783-8055709;12783-8054199;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374441;12783-8056060;12783-8058266;;C;;MT;BRBBB-FC;
SSDMT;12743_9302845;12743-7984606;12743-7986056;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302065;12743-7987170;12743-7983182;;C;;MT;BRBBB-FC;
SSDMT;12783_13635422;12783-8904715C;12783-11486074;;C;;MT;BRBBB-FC;
SSDMT;12743_9305663;12743-7983784;12743-7986491;;C;;MT;BRBBB-FC;
SSDMT;12783_9373688;12783-8055155;12783-8057984;;B;;MT;BRBBB-FC;
SSDMT;12783_9374532;12783-8054455C;12783-8053795;;B;;MT;BRBBB-FC;
SSDMT;12743_9302263;12743-7988002;12743-7984208;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305483;12743-7987296;12743-7985385;;C;;MT;BRBBB-FC;
SSDMT;12743_9303251;12743-7988035;12743-7988033;;C;;MT;BRBBB-FC;
SSDMT;12783_9371047;12783-8058639;12783-8056300;;B;;MT;BRBBB-FC;
SSDMT;12743_9302725;12743-7988277;12743-7986274;;ABC;;MT;BRBBB-FC;
SSDMT;12783_14284325;12783-12102201;12783-12102199;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9376073;12783-8058690;12783-8056346;;A;;MT;BRBBB-FC;
SSDMT;12783_9375662;12783-8053489;12783-8059145;;B;;MT;BRBBB-FC;
SSDMT;12783_9372724;12783-8055474C;12783-8057129;;B;;MT;BRBBB-FC;
SSDMT;12783_9370811;12783-8052845;12783-8053290;;B;;MT;BRBBB-FC;
SSDMT;12743_9302053;12743-7986353;12743-7986726;;C;;MT;BRBBB-FC;
SSDMT;12783_9370926;12783-8053904;12783-8058568;;B;;MT;BRBBB-FC;
SSDMT;12783_9373526;12783-8053648;12783-8057406;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304352;12743-7986146;12743-7988397;;B;;MT;BRBBB-FC;
SSDMT;12743_9302832;12743-7985044;12743-9813894;;B;;MT;BRBBB-FC;
SSDMT;12743_9304710;12743-7984728;12743-7985417;;C;;MT;BRBBB-FC;
SSDMT;12743_9305211;12743-7983370;12743-7983371;;C;;MT;BRBBB-FC;
SSDMT;12743_9304097;12743-7986525;12743-7984079;;C;;MT;BRBBB-FC;
SSDMT;12743_9302482;12743-7982848C;12743-7988452;;A;;MT;BRBBB-FC;
SSDMT;12783_9374181;12783-8058733C;12783-8057598;;A;;MT;BRBBB-FC;
SSDMT;12783_9372703;12783-8055001;12783-8054143;;B;;MT;BRBBB-FC;
SSDMT;12783_9374696;12783-8058135;12783-8057521;;B;;MT;BRBBB-FC;
SSDMT;12743_9302792;12743-7986052;12743-7987098;;A;;MT;BRBBB-FC;
SSDMT;12783_9373141;12783-8055536;12783-8052266;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9376286;12783-8051962;12783-8055620;;B;;MT;BRBBB-FC;
SSDMT;12743_13992459;12743-11820634;12743-11820635;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301951;12743-7983368;12743-7988108;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371202;12783-8056862C;12783-8056213;;A;;MT;BRBBB-FC;
SSDMT;12783_9372080;12783-8054911;12783-8059354;;A;;MT;BRBBB-FC;
SSDMT;12743_9303810;12743-7982965;12743-7988066;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372694;12783-8055872;12783-8054237;;C;;MT;BRBBB-FC;
SSDMT;12743_9302553;12743-7982878;12743-7984190;;C;;MT;BRBBB-FC;
SSDMT;12743_9302573;12743-7986498;12743-7982890;;C;;MT;BRBBB-FC;
SSDMT;12783_9376103;12783-8057623;12783-8056043;;B;;MT;BRBBB-FC;
SSDMT;12743_9302128;12743-7984585;12743-7986360;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371297;12783-8052073;12783-8053032;;C;;MT;BRBBB-FC;
SSDMT;12743_9305893;12743-7983618;12743-7985216;;C;;MT;BRBBB-FC;
SSDMT;12743_9305108;12743-7982781;12743-7982782;;C;;MT;BRBBB-FC;
SSDMT;12743_14597253;12743-7987171;12743-7986255;;C;;MT;BRBBB-FC;
SSDMT;12783_9373422;12783-8059004;12783-8057447;;B;;MT;BRBBB-FC;
SSDMT;12743_9302195;12743-7983079;12743-7986264;;A;;MT;BRBBB-FC;
SSDMT;12783_9373682;12783-8054368;12783-8056759;;B;;MT;BRBBB-FC;
SSDMT;12783_10301571;12783-8901959;12783-8900650;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305688;12743-7987162;12743-7986024;;C;;MT;BRBBB-FC;
SSDMT;12783_9371272;12783-8058853;12783-8058852;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9370919;12783-8052884;12783-8056291;;B;;MT;BRBBB-FC;
SSDMT;12783_9371925;12783-8056404;12783-8058766;;A;;MT;BRBBB-FC;
SSDMT;12743_9306060;12743-7987228C;12743-7987253;;B;;MT;BRBBB-FC;
SSDMT;12743_13992027;12743-11820260;12743-11820261;;BC;;MT;BRBBB-FC;
SSDMT;12743_13992224;12743-11820435;12743-11820436;;BC;;MT;BRBBB-FC;
SSDMT;12743_9303647;12743-7985682;12743-7985376;;C;;MT;BRBBB-FC;
SSDMT;12783_13974338;12783-11802594;12783-11802595;;BC;;MT;BRBBB-FC;
SSDMT;12783_9372722;12783-8058821;12783-8058820;;B;;MT;BRBBB-FC;
SSDMT;12743_13992350;12743-11820523C;12743-11820524;;BC;;MT;BRBBB-FC;
SSDMT;12783_13635350;12783-11486029;12783-8058914;;CA;;MT;BRBBB-FC;
SSDMT;12783_9373932;12783-8054272;12783-8053541;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9303577;12743-7988056;12743-7988055;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371892;12783-8051759;12783-8051798;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371724;12783-8054784;12783-8056484;;C;;MT;BRBBB-FC;
SSDMT;12783_9375755;12783-8057116;12783-8053170;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301801;12743-7985941C;12743-7982816;;C;;MT;BRBBB-FC;
SSDMT;12743_9302429;12743-7985772;12743-7984132;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9375480;12783-8057570;12783-8053754;;A;;MT;BRBBB-FC;
SSDMT;12743_9302958;12743-7986292;12743-7986071;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9303997;12743-7988313;12743-7987318;;A;;MT;BRBBB-FC;
SSDMT;12743_9302981;12743-7988251;12743-7986722;;A;;MT;BRBBB-FC;
SSDMT;12743_9304474;12743-7985813;12743-7984122;;BC;;MT;BRBBB-FC;
SSDMT;12783_9372588;12783-8052230;12783-8055013;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301449;12743-7985020;12743-7982767;;C;;MT;BRBBB-FC;
SSDMT;12783_9372624;12783-8057143;12783-8055022;;C;;MT;BRBBB-FC;
SSDMT;12783_9375790;12783-8051878;12783-8057162;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371063;12783-8058642;12783-8052929;;B;;MT;BRBBB-FC;
SSDMT;12743_9305520;12743-7983389;12743-7986932;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305179;12743-7988418;12743-7983604;;C;;MT;BRBBB-FC;
SSDMT;12783_9372810;12783-8054950;12783-8057112;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9375192;12783-8051791;12783-8051777;;ABC;;MT;BRBBB-FC;
SSDMT;12743_14015326;12743-11842897;12743-11842898;;BC;;MT;BRBBB-FC;
SSDMT;12783_9374646;12783-8054449;12783-8059281;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372099;12783-8053130;12783-8054946;;A;;MT;BRBBB-FC;
SSDMT;12743_9302477;12743-7986967;12743-7984787;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9370773;12783-8057770;12783-8054715;;B;;MT;BRBBB-FC;
SSDMT;12743_9303852;12743-7988062;12743-7984464;;B;;MT;BRBBB-FC;
SSDMT;12743_13992420;12743-11820595;12743-11820597;;BC;;MT;BRBBB-FC;
SSDMT;12783_9372571;12783-8055943;12783-8057237;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302540;12743-7984157;12743-7983757;;A;;MT;BRBBB-FC;
SSDMT;12783_9371488;12783-8056328;12783-8058675;;B;;MT;BRBBB-FC;
SSDMT;12743_9304285;12743-7983001;12743-7987139;;C;;MT;BRBBB-FC;
SSDMT;12783_9373125;12783-8058054;12783-8058053;;B;;MT;BRBBB-FC;
SSDMT;12743_9305607;12743-7984142C;12743-7983739;;A;;MT;BRBBB-FC;
SSDMT;12743_14016611;12743-11844099;12743-11844107;;ABC;;MT;BRBBB-FC;
SSDMT;12743_14350220;12743-12165674;12743-12165673;;C;;MT;BRBBB-FC;
SSDMT;12783_9373094;12783-8058924;12783-8055038;;A;;MT;BRBBB-FC;
SSDMT;12743_14015291;12743-11842864;12743-11842865;;BC;;MT;BRBBB-FC;
SSDMT;12743_9302430;12743-7983728;12743-7985772;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371835;12783-8055395C;12783-8058757;;B;;MT;BRBBB-FC;
SSDMT;12743_9304834;12743-7984765;12743-7988391;;C;;MT;BRBBB-FC;
SSDMT;12743_9304479;12743-7987716;12743-7988476;;C;;MT;BRBBB-FC;
