TABLE;CODE;PAC1;PAC2;VOLTAGE;PHASES;SEC_PHASES;VOLTAGE_TYPE;FEEDER;TRANSFORMER_TYPE
SSDMT;12783_9375803;12783-8054405;12783-8052551;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304912;12743-7984780;12743-7985878;;B;;MT;BRBBB-FC;
SSDMT;12783_9374257;12783-8051818;12783-8051802;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13992464;12743-11820639;12743-11820640;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301786;12743-7982709;12743-11562552;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304241;12743-7986948;12743-7986375;;C;;MT;BRBBB-FC;
SSDMT;12783_9372384;12783-8055453;12783-8055642;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302921;12743-7983086;12743-7986785;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9303631;12743-7982921;12743-7983831;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304695;12743-7985848;12743-7984722;;C;;MT;BRBBB-FC;
SSDMT;12743_9303935;12743-7984069;12743-7988488;;C;;MT;BRBBB-FC;
SSDMT;12783_9374495;12783-8053113;12783-8054667;;A;;MT;BRBBB-FC;
SSDMT;12743_9303668;12743-7988052;12743-7986905;;C;;MT;BRBBB-FC;
SSDMT;12783_9371519;12783-8057909;12783-8054763;;A;;MT;BRBBB-FC;
SSDMT;12783_9373257;12783-8057968;12783-8058995;;B;;MT;BRBBB-FC;
SSDMT;12743_14014399;12743-11841993;12743-11841995;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301561;12743-7983525;12743-7985032;;C;;MT;BRBBB-FC;
SSDMT;12783_9374610;12783-8056057;12783-8056123;;C;;MT;BRBBB-FC;
SSDMT;12783_9371951;12783-8054034;12783-8057081;;B;;MT;BRBBB-FC;
SSDMT;12743_9305960;12743-7983217;12743-7985539;;C;;MT;BRBBB-FC;
SSDMT;12783_13636262;12783-11486795;12783-11486796;;AB;;MT;BRBBB-FC;
SSDMT;12783_9375550;12783-8056985;12783-8053305;;B;;MT;BRBBB-FC;
SSDMT;12743_9304292;12743-7982948;12743-7986657;;B;;MT;BRBBB-FC;
SSDMT;12783_9371635;12783-8058032;12783-8057038;;A;;MT;BRBBB-FC;
SSDMT;12743_9302275;12743-7987521;12743-7986894;;C;;MT;BRBBB-FC;
SSDMT;12783_9375247;12783-8052363;12783-8051889;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13993585;12743-11821705;12743-11821706;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301755;12743-7985745;12743-7987450;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371580;12783-8057022;12783-8058679;;B;;MT;BRBBB-FC;
SSDMT;12783_9375663;12783-8057944;12783-8055119;;B;;MT;BRBBB-FC;
SSDMT;12743_9305079;12743-7985906;12743-7988269;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301886;12743-7983912;12743-7983910;;C;;MT;BRBBB-FC;
SSDMT;12743_9302848;12743-7986058;12743-7986057;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301345;12743-7985369;12743-7987282;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301504;12743-7984419C;12743-7983400;;C;;MT;BRBBB-FC;
SSDMT;12783_13974437;12783-11802702;12783-11802703;;A;;MT;BRBBB-FC;
SSDMT;12783_9376312;12783-8052147;12783-8054045;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305979;12743-7987766;12743-7983631;;C;;MT;BRBBB-FC;
SSDMT;12743_9303797;12743-7982961;12743-7985166;;C;;MT;BRBBB-FC;
SSDMT;12743_9301598;12743-7982785;12743-7984746;;C;;MT;BRBBB-FC;
SSDMT;12783_9370777;12783-8052857;12783-8058530;;B;;MT;BRBBB-FC;
SSDMT;12743_9301479;12743-7987299;12743-7985389;;C;;MT;BRBBB-FC;
SSDMT;12783_9376509;12783-8052673;12783-8056204;;B;;MT;BRBBB-FC;
SSDMT;12783_9375730;12783-8053645;12783-8056867;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371210;12783-8053994;12783-8052082;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302047;12743-7986727;12743-7986358;;C;;MT;BRBBB-FC;
SSDMT;12783_9375169;12783-8053161C;12783-8054503;;B;;MT;BRBBB-FC;
SSDMT;12743_13992039;12743-11820272;12743-11820273;;BC;;MT;BRBBB-FC;
SSDMT;12783_9371896;12783-8051782;12783-8051856;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13993595;12743-11821716;12743-11821717;;BC;;MT;BRBBB-FC;
SSDMT;12743_9304113;12743-7988486;12743-7986091;;C;;MT;BRBBB-FC;
SSDMT;12743_13992171;12743-11820399;12743-11820400;;BC;;MT;BRBBB-FC;
SSDMT;12783_9375821;12783-8053017;12783-8058695;;C;;MT;BRBBB-FC;
SSDMT;12743_9301414;12743-7985686;12743-7982759;;C;;MT;BRBBB-FC;
SSDMT;12783_9371217;12783-8052078;12783-8056498;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9375294;12783-8052137;12783-8054870;;B;;MT;BRBBB-FC;
SSDMT;12783_9370752;12783-8056275;12783-8054728;;B;;MT;BRBBB-FC;
SSDMT;12783_9373968;12783-8057957;12783-8054259;;B;;MT;BRBBB-FC;
SSDMT;12743_9305050;12743-7987943;12743-7987410;;C;;MT;BRBBB-FC;
SSDMT;12743_9305020;12743-7984483;12743-7984405;;C;;MT;BRBBB-FC;
SSDMT;12783_9371326;12783-8056502;12783-8052089;;B;;MT;BRBBB-FC;
SSDMT;12743_9302120;12743-7986039;12743-7988261;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9306149;12743-7988549;12743-7983634;;C;;MT;BRBBB-FC;
SSDMT;12743_9306051;12743-7985560;12743-7985561;;B;;MT;BRBBB-FC;
SSDMT;12783_9374422;12783-8057499;12783-8058264;;C;;MT;BRBBB-FC;
SSDMT;12783_9375528;12783-8058567;12783-8051929;;B;;MT;BRBBB-FC;
SSDMT;12783_9372229;12783-8054973;12783-8057242;;B;;MT;BRBBB-FC;
SSDMT;12743_13992436;12743-11820593C;12743-11820613;;BC;;MT;BRBBB-FC;
SSDMT;12783_9374767;12783-8058141;12783-8057532;;B;;MT;BRBBB-FC;
SSDMT;12783_10297638;12783-8901140;12783-8901141;;A;;MT;BRBBB-FC;
SSDMT;12783_9375243;12783-8055775;12783-8057970;;B;;MT;BRBBB-FC;
SSDMT;12743_9303530;12743-7986151;12743-7988149;;C;;MT;BRBBB-FC;
SSDMT;12783_9371790;12783-8054008C;12783-8056512;;C;;MT;BRBBB-FC;
SSDMT;12783_9373883;12783-8051881C;12783-8058096;;A;;MT;BRBBB-FC;
SSDMT;12743_9302034;12743-7983970;12743-7983053;;C;;MT;BRBBB-FC;
SSDMT;12783_9373221;12783-8059098;12783-8059097;;ABC;;MT;BRBBB-FC;
SSDMT;12783_13636267;12783-11486800;12783-11486801;;AB;;MT;BRBBB-FC;
SSDMT;12743_13992389;12743-11820561;12743-11820562;;BC;;MT;BRBBB-FC;
SSDMT;12783_9376460;12783-8054537;12783-8056674;;C;;MT;BRBBB-FC;
SSDMT;12743_9306175;12743-7986142;12743-7983254;;C;;MT;BRBBB-FC;
SSDMT;12783_9375313;12783-8056529;12783-8054038;;B;;MT;BRBBB-FC;
SSDMT;12743_9305016;12743-7983107;12743-7988296;;A;;MT;BRBBB-FC;
SSDMT;12783_9370937;12783-8055812;12783-8051939;;B;;MT;BRBBB-FC;
SSDMT;12743_13974349;12743-7984898;12743-11802605;;A;;MT;BRBBB-FC;
SSDMT;12783_9375212;12783-8052213;12783-8057134;;B;;MT;BRBBB-FC;
SSDMT;12783_9373440;12783-8057992;12783-8053866;;B;;MT;BRBBB-FC;
SSDMT;12783_9373551;12783-8057841;12783-8055927;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304541;12743-7985827;12743-7985395;;BC;;MT;BRBBB-FC;
SSDMT;12743_9304179;12743-7984111;12743-7983270;;B;;MT;BRBBB-FC;
SSDMT;12743_9302992;12743-7984577;12743-7988250;;A;;MT;BRBBB-FC;
SSDMT;12743_14013618;12743-11841220;12743-11841222;;BC;;MT;BRBBB-FC;
SSDMT;12783_9371595;12783-8056569C;12783-8056566;;A;;MT;BRBBB-FC;
SSDMT;12783_9370715;12783-8058510;12783-8056779;;B;;MT;BRBBB-FC;
SSDMT;12743_9305255;12743-7986666;12743-7983905;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9303502;12743-7988157;12743-7985163;;C;;MT;BRBBB-FC;
SSDMT;12783_9376371;12783-8053771;12783-8052663;;C;;MT;BRBBB-FC;
SSDMT;12783_9371648;12783-8052993;12783-8054134;;A;;MT;BRBBB-FC;
SSDMT;12743_9306157;12743-7984887C;12743-7985253;;B;;MT;BRBBB-FC;
SSDMT;12783_9376213;12783-8052516;12783-8052515;;B;;MT;BRBBB-FC;
SSDMT;12743_9305053;12743-7987300;12743-7987931;;C;;MT;BRBBB-FC;
SSDMT;12743_13992192;12743-11820420;12743-11820421;;BC;;MT;BRBBB-FC;
SSDMT;12743_13992188;12743-11820416;12743-11820417;;BC;;MT;BRBBB-FC;
SSDMT;12783_9374522;12783-8056574;12783-8053690;;C;;MT;BRBBB-FC;
SSDMT;12783_9373723;12783-8053659;12783-8055300;;C;;MT;BRBBB-FC;
SSDMT;12743_13992180;12743-11820408;12743-11820409;;BC;;MT;BRBBB-FC;
SSDMT;12743_9302124;12743-7987178;12743-7986541;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371966;12783-8055383;12783-8053085;;B;;MT;BRBBB-FC;
SSDMT;12743_9305649;12743-7986478;12743-7987477;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9370924;12783-8057882;12783-8056294;;B;;MT;BRBBB-FC;
SSDMT;12783_9372302;12783-8054967;12783-8052208;;A;;MT;BRBBB-FC;
SSDMT;12743_9305204;12743-7987752;12743-7985485;;C;;MT;BRBBB-FC;
SSDMT;12743_9303722;12743-7986654;12743-7986915;;B;;MT;BRBBB-FC;
SSDMT;12743_9303177;12743-7987912;12743-7988183;;C;;MT;BRBBB-FC;
SSDMT;12783_9372462;12783-8055409;12783-8057212;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372257;12783-8056469;12783-8054054;;A;;MT;BRBBB-FC;
SSDMT;12783_9375361;12783-8051838;12783-8051865;;ABC;;MT;BRBBB-FC;
SSDMT;12783_10303142;12783-8905559;12783-8899378;;A;;MT;BRBBB-FC;
SSDMT;12783_9373645;12783-8055249;12783-8058091;;B;;MT;BRBBB-FC;
SSDMT;12743_9304878;12743-7985872;12743-7984773;;B;;MT;BRBBB-FC;
SSDMT;12743_9304576;12743-7986843;12743-7988363;;BC;;MT;BRBBB-FC;
SSDMT;12743_9304694;12743-7985412;12743-7985848;;C;;MT;BRBBB-FC;
SSDMT;12783_9376176;12783-8054743;12783-8054753;;B;;MT;BRBBB-FC;
SSDMT;12783_9373699;12783-8055153;12783-8053553;;B;;MT;BRBBB-FC;
SSDMT;12743_13992110;12743-11820339;12743-11820340;;BC;;MT;BRBBB-FC;
SSDMT;12783_9372720;12783-8053369;12783-8058819;;B;;MT;BRBBB-FC;
SSDMT;12743_9305734;12743-7986581;12743-7983193;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373267;12783-8057322;12783-8055146;;B;;MT;BRBBB-FC;
SSDMT;12743_9301486;12743-7984417;12743-7984418;;C;;MT;BRBBB-FC;
SSDMT;12783_9373769;12783-8055186C;12783-8059030;;C;;MT;BRBBB-FC;
SSDMT;12783_9373888;12783-8057390;12783-8055258;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305827;12743-7988552;12743-7984882;;C;;MT;BRBBB-FC;
SSDMT;12783_9374653;12783-8058123;12783-8056127;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9376255;12783-8052001;12783-8058241;;B;;MT;BRBBB-FC;
SSDMT;12743_9304664;12743-7983310;12743-7983315;;C;;MT;BRBBB-FC;
SSDMT;12783_9372361;12783-8059324;12783-8058804;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9376391;12783-8051855;12783-8051793;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304997;12743-7983608;12743-7987621;;C;;MT;BRBBB-FC;
SSDMT;12743_9305142;12743-7982710;12743-11860644;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373680;12783-8053625;12783-8055237;;B;;MT;BRBBB-FC;
SSDMT;12743_9302657;12743-7984189;12743-7985887;;C;;MT;BRBBB-FC;
SSDMT;12783_9373791;12783-8059096;12783-8053593;;C;;MT;BRBBB-FC;
SSDMT;12743_13974240;12743-7987351;12743-11802509;;B;;MT;BRBBB-FC;
SSDMT;12783_9374913;12783-8055303;12783-8052332;;A;;MT;BRBBB-FC;
SSDMT;12783_9375048;12783-8056806;12783-8056003;;B;;MT;BRBBB-FC;
SSDMT;12743_9302360;12743-7983189;12743-7984149;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374878;12783-8058272;12783-8059297;;C;;MT;BRBBB-FC;
SSDMT;12743_9301656;12743-7988090;12743-7988513;;C;;MT;BRBBB-FC;
SSDMT;12743_9303789;12743-7982971;12743-7986742;;C;;MT;BRBBB-FC;
SSDMT;12743_9304613;12743-7985834;12743-7987729;;B;;MT;BRBBB-FC;
SSDMT;12743_9303554;12743-7984524;12743-7987052;;C;;MT;BRBBB-FC;
SSDMT;12743_9301526;12743-7982776;12743-7987406;;C;;MT;BRBBB-FC;
SSDMT;12743_9302383;12743-7983741;12743-7986856;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374856;12783-8058116;12783-8057618;;A;;MT;BRBBB-FC;
SSDMT;12783_9371612;12783-8052027;12783-8056343;;A;;MT;BRBBB-FC;
SSDMT;12783_9376364;12783-8057663;12783-8057664;;C;;MT;BRBBB-FC;
SSDMT;12743_9302647;12743-7987504C;12743-7986611;;C;;MT;BRBBB-FC;
SSDMT;12783_9373994;12783-8055878;12783-8054243;;B;;MT;BRBBB-FC;
SSDMT;12743_9302770;12743-7986803;12743-7986063;;A;;MT;BRBBB-FC;
SSDMT;12743_9305248;12743-7988311;12743-7984658;;B;;MT;BRBBB-FC;
SSDMT;12743_9302020;12743-7988216;12743-7984842;;C;;MT;BRBBB-FC;
SSDMT;12743_9302484;12743-7982848;12743-7985977;;A;;MT;BRBBB-FC;
SSDMT;12783_9371346;12783-8056370;12783-8053987;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13992167;12743-11820395;12743-11820396;;BC;;MT;BRBBB-FC;
SSDMT;12783_9371974;12783-8056515;12783-8052103;;B;;MT;BRBBB-FC;
SSDMT;12743_14217671;12743-12037732;12743-11820279;;BC;;MT;BRBBB-FC;
SSDMT;12783_9374448;12783-8053703;12783-8056591;;B;;MT;BRBBB-FC;
SSDMT;12743_9301483;12743-7984415;12743-7987930;;C;;MT;BRBBB-FC;
SSDMT;12783_9375328;12783-8056624;12783-8056622;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374206;12783-8054246;12783-8056113;;B;;MT;BRBBB-FC;
SSDMT;12783_13635463;12783-11486117;12783-11486118;;C;;MT;BRBBB-FC;
SSDMT;12783_9371516;12783-8052009;12783-8052968;;A;;MT;BRBBB-FC;
SSDMT;12743_9303195;12743-7984533;12743-7987059;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9375391;12783-8055115;12783-8057439;;B;;MT;BRBBB-FC;
SSDMT;12783_9375631;12783-8055136;12783-8057304;;B;;MT;BRBBB-FC;
SSDMT;12783_9372483;12783-8055431;12783-8052191;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13992074;12743-11820304;12743-11820305;;BC;;MT;BRBBB-FC;
SSDMT;12743_9304434;12743-7983185;12743-7984003;;C;;MT;BRBBB-FC;
SSDMT;12783_9373650;12783-8054388;12783-8053634;;B;;MT;BRBBB-FC;
SSDMT;12783_9374650;12783-8058123;12783-8052705;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302962;12743-7986927;12743-7984624;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9376323;12783-8056942;12783-8058617;;C;;MT;BRBBB-FC;
SSDMT;12783_9374121;12783-8052328;12783-8058243;;B;;MT;BRBBB-FC;
SSDMT;12783_13974444;12783-11802709;12783-11802710;;A;;MT;BRBBB-FC;
SSDMT;12743_13992109;12743-11820338;12743-11820339;;BC;;MT;BRBBB-FC;
SSDMT;12783_9372373;12783-8055459;12783-8055457;;ABC;;MT;BRBBB-FC;
SSDMT;12783_11536273;12783-9813875C;12783-8056336;;B;;MT;BRBBB-FC;
SSDMT;12783_9373118;12783-8059023;12783-8052451;;B;;MT;BRBBB-FC;
SSDMT;12783_9370688;12783-8054695;12783-8056409;;B;;MT;BRBBB-FC;
SSDMT;12783_9376018;12783-8056340;12783-8058175;;A;;MT;BRBBB-FC;
SSDMT;12783_9374037;12783-8054325;12783-8054324;;C;;MT;BRBBB-FC;
SSDMT;12783_9375054;12783-8058158;12783-8057609;;C;;MT;BRBBB-FC;
SSDMT;12743_9302565;12743-7987997C;12743-7986496;;C;;MT;BRBBB-FC;
SSDMT;12783_9371475;12783-8052016;12783-8052973;;B;;MT;BRBBB-FC;
SSDMT;12743_9302550;12743-7987506;12743-7987505;;C;;MT;BRBBB-FC;
SSDMT;12783_9376156;12783-8051960;12783-8058586;;B;;MT;BRBBB-FC;
SSDMT;12783_9371802;12783-8057104;12783-8054914;;A;;MT;BRBBB-FC;
SSDMT;12743_9305377;12743-7985924;12743-7984305;;C;;MT;BRBBB-FC;
SSDMT;12743_9304384;12743-7985883;12743-7988506;;B;;MT;BRBBB-FC;
SSDMT;12783_9376131;12783-8058423;12783-8052631;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371849;12783-8056372;12783-8055287;;B;;MT;BRBBB-FC;
SSDMT;12783_9372736;12783-8058812;12783-8053364;;B;;MT;BRBBB-FC;
SSDMT;12743_9302248;12743-7988517;12743-7982899;;ABC;;MT;BRBBB-FC;
SSDMT;12743_14014928;12743-11842510;12743-11842511;;BC;;MT;BRBBB-FC;
SSDMT;12783_9373804;12783-8057471C;12783-8055185;;C;;MT;BRBBB-FC;
SSDMT;12783_9372696;12783-8058957;12783-8053483;;C;;MT;BRBBB-FC;
SSDMT;12783_9375647;12783-8054093;12783-8053336;;B;;MT;BRBBB-FC;
SSDMT;12743_9304279;12743-7984057;12743-7986367;;A;;MT;BRBBB-FC;
SSDMT;12783_9376220;12783-8053324;12783-8058635;;B;;MT;BRBBB-FC;
SSDMT;12783_9371406;12783-8053003;12783-8054794;;C;;MT;BRBBB-FC;
SSDMT;12783_9371353;12783-8057057;12783-8057056;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301739;12743-7985746;12743-7982801;;ABC;;MT;BRBBB-FC;
SSDMT;12743_14013882;12743-11841488;12743-11841490;;BC;;MT;BRBBB-FC;
SSDMT;12743_9302689;12743-7986801;12743-7987109;;A;;MT;BRBBB-FC;
SSDMT;12783_14284341;12783-12102215;12783-8056971;;ABC;;MT;BRBBB-FC;
SSDMT;12783_13974423;12783-11802688;12783-11802689;;A;;MT;BRBBB-FC;
SSDMT;12783_13977306;12783-11805528;12783-11805527;;A;;MT;BRBBB-FC;
SSDMT;12783_14687651;12783-12486084;12783-12486085;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374695;12783-8058134;12783-8058135;;B;;MT;BRBBB-FC;
SSDMT;12783_9374018;12783-8053501;12783-8055753;;B;;MT;BRBBB-FC;
SSDMT;12743_13993653;12743-11821625C;12743-11821701;;BC;;MT;BRBBB-FC;
SSDMT;12783_9371355;12783-8053039;12783-8053986;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9375770;12783-8055721;12783-8052283;;A;;MT;BRBBB-FC;
SSDMT;12783_9376072;12783-8054526;12783-8058688;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9303345;12743-7986680;12743-7986192;;C;;MT;BRBBB-FC;
SSDMT;12743_9306129;12743-7983220;12743-7983626;;C;;MT;BRBBB-FC;
SSDMT;12783_9372712;12783-8055662;12783-8057133;;B;;MT;BRBBB-FC;
SSDMT;12743_9303520;12743-7982950;12743-7987710;;C;;MT;BRBBB-FC;
SSDMT;12743_9302978;12743-7986251;12743-7984578;;A;;MT;BRBBB-FC;
SSDMT;12783_9375793;12783-8054518;12783-8057572;;A;;MT;BRBBB-FC;
SSDMT;12783_9371011;12783-8058578;12783-8058579;;B;;MT;BRBBB-FC;
SSDMT;12783_10303260;12783-8899949;12783-8906126;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371430;12783-8058710C;12783-8054816;;C;;MT;BRBBB-FC;
SSDMT;12783_9371653;12783-8057029;12783-8052980;;A;;MT;BRBBB-FC;
SSDMT;12783_9370789;12783-8056883;12783-8053297;;B;;MT;BRBBB-FC;
SSDMT;12783_9371670;12783-8053016;12783-8056495;;C;;MT;BRBBB-FC;
SSDMT;12783_9374357;12783-8055318;12783-8057613;;A;;MT;BRBBB-FC;
SSDMT;12743_14014132;12743-11841734;12743-11841735;;BC;;MT;BRBBB-FC;
SSDMT;12783_9373176;12783-8059112;12783-8058012;;C;;MT;BRBBB-FC;
SSDMT;12783_9374511;12783-8055278;12783-8054779;;C;;MT;BRBBB-FC;
SSDMT;12743_14217670;12743-12037731;12743-11820281;;BC;;MT;BRBBB-FC;
SSDMT;12743_9301800;12743-7986466;12743-7983725;;ABC;;MT;BRBBB-FC;
SSDMT;12743_13992146;12743-11820375;12743-11820376;;BC;;MT;BRBBB-FC;
SSDMT;12783_9374046;12783-8053578;12783-8055788;;C;;MT;BRBBB-FC;
SSDMT;12783_9373376;12783-8055857;12783-8052823;;C;;MT;BRBBB-FC;
SSDMT;12783_9375867;12783-8054720;12783-8051907;;B;;MT;BRBBB-FC;
SSDMT;12783_9374011;12783-8058972;12783-8058970;;B;;MT;BRBBB-FC;
SSDMT;12743_9302547;12743-7988134;12743-7986613;;C;;MT;BRBBB-FC;
SSDMT;12783_9374009;12783-8055749;12783-8058968;;B;;MT;BRBBB-FC;
SSDMT;12783_9374605;12783-8053688C;12783-8056051;;A;;MT;BRBBB-FC;
SSDMT;12743_9302544;12743-7986491;12743-7988135;;C;;MT;BRBBB-FC;
SSDMT;12783_9372610;12783-8054160;12783-8054158;;C;;MT;BRBBB-FC;
SSDMT;12743_9306122;12743-7984860;12743-7983219;;C;;MT;BRBBB-FC;
SSDMT;12743_9301615;12743-7987951;12743-7987953;;C;;MT;BRBBB-FC;
SSDMT;12783_9373028;12783-8056467;12783-8057902;;A;;MT;BRBBB-FC;
SSDMT;12783_9372657;12783-8053758C;12783-8055711;;C;;MT;BRBBB-FC;
SSDMT;12783_9371497;12783-8052014;12783-8058673;;B;;MT;BRBBB-FC;
SSDMT;12783_10300821;12783-8905966;12783-8908367;;C;;MT;BRBBB-FC;
SSDMT;12743_9302303;12743-7988516;12743-7984290;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305062;12743-7985903;12743-7984922;;C;;MT;BRBBB-FC;
SSDMT;12783_9373750;12783-8055053;12783-8057163;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373988;12783-8053492;12783-8053491;;B;;MT;BRBBB-FC;
SSDMT;12783_9376405;12783-8051841;12783-8051840;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9301977;12743-7988218;12743-7986023;;C;;MT;BRBBB-FC;
SSDMT;12783_9372825;12783-8056099;12783-8054201;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9304596;12743-7985400;12743-7984348;;BC;;MT;BRBBB-FC;
SSDMT;12743_9303954;12743-7984073;12743-7984652;;A;;MT;BRBBB-FC;
SSDMT;12783_9372816;12783-8055502;12783-8055688;;C;;MT;BRBBB-FC;
SSDMT;12783_9374285;12783-8057068;12783-8054024;;A;;MT;BRBBB-FC;
SSDMT;12743_9304081;12743-7984662;12743-7984912;;A;;MT;BRBBB-FC;
SSDMT;12743_9304143;12743-7986964;12743-7986965;;B;;MT;BRBBB-FC;
SSDMT;12743_14014804;12743-11842389;12743-11842390;;BC;;MT;BRBBB-FC;
SSDMT;12743_9303231;12743-7987134;12743-7982755;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305006;12743-7987759;12743-7987620;;C;;MT;BRBBB-FC;
SSDMT;12783_9371875;12783-8057186;12783-8055079;;A;;MT;BRBBB-FC;
SSDMT;12743_9301716;12743-7982721;12743-7982714;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9373625;12783-8055906;12783-8058047;;B;;MT;BRBBB-FC;
SSDMT;12783_9372577;12783-8057268;12783-8054163;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302942;12743-7986923;12743-7988298;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371110;12783-8055638;12783-8058658;;B;;MT;BRBBB-FC;
SSDMT;12783_13974547;12783-11802819C;12783-11802820;;A;;MT;BRBBB-FC;
SSDMT;12783_9374353;12783-8053663;12783-8055303;;A;;MT;BRBBB-FC;
SSDMT;12743_9305216;12743-7983598;12743-7984811;;C;;MT;BRBBB-FC;
SSDMT;12783_9375283;12783-8053558;12783-8058411;;B;;MT;BRBBB-FC;
SSDMT;12783_9374885;12783-8057515;12783-8055975;;B;;MT;BRBBB-FC;
SSDMT;12743_9302170;12743-7986239;12743-7983363;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374140;12783-8054857;12783-8054025;;A;;MT;BRBBB-FC;
SSDMT;12783_9376003;12783-8054080;12783-8052652;;A;;MT;BRBBB-FC;
SSDMT;12783_13974654;12783-11802920;12783-11802921;;A;;MT;BRBBB-FC;
SSDMT;12743_9304911;12743-7983587;12743-7984780;;B;;MT;BRBBB-FC;
SSDMT;12783_9374964;12783-8059182;12783-8056793;;B;;MT;BRBBB-FC;
SSDMT;12743_9305477;12743-7983609;12743-7983384;;C;;MT;BRBBB-FC;
SSDMT;12743_14016605;12743-11844094;12743-11844099;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9302590;12743-7982886C;12743-7984902;;C;;MT;BRBBB-FC;
SSDMT;12783_9371046;12783-8052923;12783-8058639;;B;;MT;BRBBB-FC;
SSDMT;12743_9301419;12743-7983514;12743-7985009;;C;;MT;BRBBB-FC;
SSDMT;12783_13698707;12783-11543143;12783-11543144;;C;;MT;BRBBB-FC;
SSDMT;12783_9371390;12783-8052050;12783-8053010;;CA;;MT;BRBBB-FC;
SSDMT;12743_9302319;12743-7985517;12743-7986467;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9374337;12783-8059148;12783-8054424;;A;;MT;BRBBB-FC;
SSDMT;12743_14356777;12743-12172182;12743-12172183;;C;;MT;BRBBB-FC;
SSDMT;12743_9302910;12743-7986784;12743-7987193;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9372652;12783-8056653;12783-8058848;;C;;MT;BRBBB-FC;
SSDMT;12743_9303368;12743-7985989;12743-7986186;;C;;MT;BRBBB-FC;
SSDMT;12743_9304806;12743-7983327;12743-7985427;;C;;MT;BRBBB-FC;
SSDMT;12783_9373400;12783-8052432;12783-8058413;;B;;MT;BRBBB-FC;
SSDMT;12743_9301859;12743-7982864;12743-7982863;;B;;MT;BRBBB-FC;
SSDMT;12783_14350173;12783-8056431C;12783-12165623;;B;;MT;BRBBB-FC;
SSDMT;12783_9375446;12783-8055874;12783-8057426;;BC;;MT;BRBBB-FC;
SSDMT;12743_9306207;12743-7983574;12743-7983420;;B;;MT;BRBBB-FC;
SSDMT;12783_9372416;12783-8053463;12783-8058391;;ABC;;MT;BRBBB-FC;
SSDMT;12743_9305747;12743-7987458;12743-7985937;;ABC;;MT;BRBBB-FC;
SSDMT;12783_9371222;12783-8053991;12783-8055336;;ABC;;MT;BRBBB-FC;
