"TABLE","CODE","PAC1","PAC2","VOLTAGE","PHASES","SEC_PHASES","VOLTAGE_TYPE","FEEDER","TRANSFORMER_TYPE","X1","Y1","X2","Y2"
"UCBT","102926463","13800474PE","",,"AN","","BT","BRBBB-FC","",-49.55588352,-3.99429074599999,0,0
"UCBT","11210910","16164978PE","",,"AN","","BT","BRBBB-FC","",-49.604553567,-3.444219933,0,0
"UCBT","11473326","16321813PE","",,"AN","","BT","BRBBB-FC","",-49.401083287,-3.77516038499999,0,0
"UCBT","2000152805","13802503PE","",,"AN","","BT","BRBBB-FC","",-49.540013501,-3.88626059000001,0,0
"UCBT","102538846","16414342PE","",,"AN","","BT","BRBBB-FC","",-49.605333532,-3.56106069999998,0,0
"UCBT","17515241","13808910PE","",,"AN","","BT","BRBBB-FC","",-49.571114001,-3.77403057599997,0,0
"UCBT","15151277","5005618PE","",,"AN","","BT","BRBBB-FC","",-49.532943485,-3.70159031200001,0,0
"UCBT","16812412","13808394PE","",,"AN","","BT","BRBBB-FC","",-49.553547697,-3.52030452600002,0,0
"UCBT","2000697840","16670819PE","",,"AN","","BT","BRBBB-FC","",-49.484394199,-3.38318566599997,0,0
"UCBT","2000510796","16169482PE","",,"AN","","BT","BRBBB-FC","",-49.554803576,-3.51977981499999,0,0
"UCBT","36227788","13798579PE","",,"AN","","BT","BRBBB-FC","",-49.472713379,-4.01876081500001,0,0
"UCBT","17707566","5074917PE","",,"AN","","BT","BRBBB-FC","",-49.319340681,-4.08728002999999,0,0
"UCBT","2000046303","13799032PE","",,"ABN","","BT","BRBBB-FC","",-49.542473606,-3.88353056199998,0,0
"UCBT","13236690","16164282PE","",,"AN","","BT","BRBBB-FC","",-49.476433405,-3.87435056999999,0,0
"UCBT","16919918","16165134PE","",,"ABCN","","BT","BRBBB-FC","",-49.523593346,-3.66009056299998,0,0
"UCBT","2000112364","13799322PE","",,"AN","","BT","BRBBB-FC","",-49.453717468,-4.05971162700001,0,0
"UCBT","13259054","16326052PE","",,"AN","","BT","BRBBB-FC","",-49.605543656,-3.56013038600003,0,0
"UCBT","17705016","5074769PE","",,"AN","","BT","BRBBB-FC","",-49.394539321,-4.18035797900001,0,0
"UCBT","102514459","13800222PE","",,"AN","","BT","BRBBB-FC","",-49.493843442,-3.807120478,0,0
"UCBT","14864822","13807714PE","",,"AN","","BT","BRBBB-FC","",-49.552941047,-3.52086237200001,0,0
"UCBT","2000814247","17381743PE","",,"AN","","BT","BRBBB-FC","",-49.51078256,-3.99579999299999,0,0
"UCBT","2000857714","17548075PE","",,"AN","","BT","BRBBB-FC","",-49.542713605,-3.88024055099999,0,0
"UCBT","13003998","13806286PE","",,"AN","","BT","BRBBB-FC","",-49.520877127,-3.846788097,0,0
"UCBT","2000093969","13799401PE","",,"AN","","BT","BRBBB-FC","",-49.508013451,-3.998560747,0,0
"UCBT","17430424","6758942PE","",,"AN","","BT","BRBBB-FC","",-49.501303446,-3.95575068900001,0,0
"UCBT","90826123","13798853PE","",,"AN","","BT","BRBBB-FC","",-49.599203579,-3.44478992799998,0,0
"UCBT","2000046975","13799029PE","",,"ABCN","","BT","BRBBB-FC","",-49.552763531,-3.519429887,0,0
"UCBT","2000151786","13802540PE","",,"AN","","BT","BRBBB-FC","",-49.539373493,-3.88682058699999,0,0
"UCBT","18346516","13985736PE","",,"AN","","BT","BRBBB-FC","",-49.626043513,-3.61508989499998,0,0
"UCBT","2000524152","16536139PE","",,"AN","","BT","BRBBB-FC","",-49.46218338,-3.55874010600002,0,0
"UCBT","13078521","13806235PE","",,"AN","","BT","BRBBB-FC","",-49.554213597,-3.51909987300002,0,0
"UCBT","10922070","16168400PE","",,"AN","","BT","BRBBB-FC","",-49.605393817,-3.56383924099998,0,0
"UCBT","2000525836","16536224PE","",,"AN","","BT","BRBBB-FC","",-49.461544061,-3.55727101100001,0,0
"UCBT","102824547","16361240PE","",,"AN","","BT","BRBBB-FC","",-49.463191615,-3.56023717599999,0,0
"UCBT","103245036","16167021PE","",,"AN","","BT","BRBBB-FC","",-49.538433538,-3.94743075700001,0,0
"UCBT","2000215278","16164747PE","",,"AN","","BT","BRBBB-FC","",-49.481901973,-4.08490091499999,0,0
"UCBT","16811971","13808415PE","",,"AN","","BT","BRBBB-FC","",-49.553543508,-3.51977004000003,0,0
"UCBT","2000287944","13802372PE","",,"AN","","BT","BRBBB-FC","",-49.509363455,-3.99925075800002,0,0
"UCBT","96678967","13799547PE","",,"AN","","BT","BRBBB-FC","",-49.49369901,-4.060600319,0,0
"UCBT","12868332","16195123PE","",,"AN","","BT","BRBBB-FC","",-49.434693341,-3.76953021000003,0,0
"UCBT","14861343","15168199PE","",,"AN","","BT","BRBBB-FC","",-49.418388749,-4.13477691100002,0,0
"UCBT","2000130767","12614413PE","",,"AN","","BT","BRBBB-FC","",-49.484153414,-3.75801039200002,0,0
"UCBT","96689047","13799826PE","",,"AN","","BT","BRBBB-FC","",-49.601583639,-3.44571021600001,0,0
"UCBT","2000151968","13802532PE","",,"AN","","BT","BRBBB-FC","",-49.554833426,-3.51940966799998,0,0
"UCBT","17433440","13808960PE","",,"AN","","BT","BRBBB-FC","",-49.489553426,-3.76789040800003,0,0
"UCBT","2000246123","16518343PE","",,"AN","","BT","BRBBB-FC","",-49.602194821,-3.445080158,0,0
"UCBT","17434721","5074867PE","",,"AN","","BT","BRBBB-FC","",-49.519203471,-3.98184073099998,0,0
"UCBT","2000343018","14079315PE","",,"AN","","BT","BRBBB-FC","",-49.466412988,-3.25762560200002,0,0
"UCBT","11220924","16321219PE","",,"AN","","BT","BRBBB-FC","",-49.603633579,-3.444669928,0,0
"UCBT","14861742","15168299PE","",,"ABCN","","BT","BRBBB-FC","",-49.41585872,-4.13564760600002,0,0
"UCBT","102537700","16167026PE","",,"AN","","BT","BRBBB-FC","",-49.419518546,-4.13789773500002,0,0
"UCBT","95309666","13799486PE","",,"AN","","BT","BRBBB-FC","",-49.600463594,-3.44431008700002,0,0
"UCBT","17091808","13808862PE","",,"AN","","BT","BRBBB-FC","",-49.534443511,-3.83785048999999,0,0
"UCBT","96678541","13799554PE","",,"AN","","BT","BRBBB-FC","",-49.492113425,-3.58663934399999,0,0
"UCBT","10914582","13804668PE","",,"AN","","BT","BRBBB-FC","",-49.609129694,-3.56221998199999,0,0
"UCBT","11211577","13805273PE","",,"AN","","BT","BRBBB-FC","",-49.553583272,-3.51860991299998,0,0
"UCBT","14496190","13807512PE","",,"AN","","BT","BRBBB-FC","",-49.540913497,-3.88739058900001,0,0
"UCBT","96678606","13799553PE","",,"AN","","BT","BRBBB-FC","",-49.603973503,-3.55839017300002,0,0
"UCBT","11213022","5005729PE","",,"AN","","BT","BRBBB-FC","",-49.587783534,-3.42083991599998,0,0
"UCBT","2000469862","14898454PE","",,"AN","","BT","BRBBB-FC","",-49.553543496,-3.52014004400002,0,0
"UCBT","14002634","5074964PE","",,"AN","","BT","BRBBB-FC","",-49.52301347,-3.84874052599997,0,0
"UCBT","102532449","13800218PE","",,"ABN","","BT","BRBBB-FC","",-49.48436704,-3.759899641,0,0
"UCBT","16990892","5074753PE","",,"AN","","BT","BRBBB-FC","",-49.412769388,-3.95217540499999,0,0
"UCBT","2000432305","14205051PE","",,"AN","","BT","BRBBB-FC","",-49.601913582,-3.44764993199999,0,0
"UCBT","2000510714","15091972PE","",,"AN","","BT","BRBBB-FC","",-49.587203537,-3.42050989299997,0,0
"UCBT","107001999","17523864PE","",,"AN","","BT","BRBBB-FC","",-49.485573413,-3.76179044899999,0,0
"UCBT","2000445254","16167724PE","",,"AN","","BT","BRBBB-FC","",-49.429133336,-3.747330379,0,0
"UCBT","103563615","13800511PE","",,"AN","","BT","BRBBB-FC","",-49.348640901,-4.09921015200001,0,0
"UCBT","16957585","16164698PE","",,"AN","","BT","BRBBB-FC","",-49.509971448,-4.09426002999999,0,0
"UCBT","17089927","15168238PE","",,"AN","","BT","BRBBB-FC","",-49.412031066,-3.95682964399998,0,0
"UCBT","19760251","13797618PE","",,"AN","","BT","BRBBB-FC","",-49.569493537,-3.77512041599999,0,0
"UCBT","96689063","13799825PE","",,"AN","","BT","BRBBB-FC","",-49.602763504,-3.44584998099998,0,0
"UCBT","13633452","8010571PE","",,"AN","","BT","BRBBB-FC","",-49.474363376,-3.79308044300001,0,0
"UCBT","19014347","6904528PE","",,"AN","","BT","BRBBB-FC","",-49.332810826,-4.059440021,0,0
"UCBT","14504893","13807880PE","",,"AN","","BT","BRBBB-FC","",-49.508663451,-3.99717074500001,0,0
"UCBT","15921145","13800946PE","",,"AN","","BT","BRBBB-FC","",-49.489986743,-4.00290617600001,0,0
"UCBT","2000153017","16509789PE","",,"AN","","BT","BRBBB-FC","",-49.588678719,-3.42326184000001,0,0
"UCBT","2000465372","16533670PE","",,"AN","","BT","BRBBB-FC","",-49.601243577,-3.44489992299998,0,0
"UCBT","102814690","13800488PE","",,"ABCN","","BT","BRBBB-FC","",-49.510033458,-3.99713075300002,0,0
"UCBT","17713132","13797268PE","",,"AN","","BT","BRBBB-FC","",-49.446025639,-4.07489617599998,0,0
"UCBT","90847830","13798809PE","",,"AN","","BT","BRBBB-FC","",-49.602943584,-3.44780993400002,0,0
"UCBT","14946071","5005652PE","",,"AN","","BT","BRBBB-FC","",-49.521123175,-3.65797990300001,0,0
"UCBT","2000152293","12612264PE","",,"AN","","BT","BRBBB-FC","",-49.587553556,-3.42037989200003,0,0
"UCBT","102847857","16412024PE","",,"AN","","BT","BRBBB-FC","",-49.399916762,-3.775117454,0,0
"UCBT","96680678","13799907PE","",,"AN","","BT","BRBBB-FC","",-49.509063456,-3.998930755,0,0
"UCBT","2000590632","15914870PE","",,"AN","","BT","BRBBB-FC","",-49.484153414,-3.75801039200002,0,0
"UCBT","16272442","13801135PE","",,"AN","","BT","BRBBB-FC","",-49.502109323,-4.04358293000001,0,0
"UCBT","102538862","16414343PE","",,"AN","","BT","BRBBB-FC","",-49.384229673,-3.94609442000001,0,0
"UCBT","16816302","13808359PE","",,"AN","","BT","BRBBB-FC","",-49.465273384,-3.55928010299999,0,0
"UCBT","17706802","14007704PE","",,"AN","","BT","BRBBB-FC","",-49.434560823,-4.17758842900002,0,0
"UCBT","2000560375","16169498PE","",,"AN","","BT","BRBBB-FC","",-49.510503357,-3.83595051499998,0,0
"UCBT","96626045","13799580PE","",,"AN","","BT","BRBBB-FC","",-49.45993338,-3.82717049500002,0,0
"UCBT","2000490766","15368287PE","",,"AN","","BT","BRBBB-FC","",-49.513343461,-3.99686075400001,0,0
"UCBT","15926767","13800936PE","",,"AN","","BT","BRBBB-FC","",-49.356701594,-4.09278924699998,0,0
"UCBT","2000525587","17018417PE","",,"AN","","BT","BRBBB-FC","",-49.464800388,-3.55891847599997,0,0
"UCBT","11475337","16164848PE","",,"AN","","BT","BRBBB-FC","",-49.510283221,-3.99812113799999,0,0
"UCBT","103254159","13800576PE","",,"AN","","BT","BRBBB-FC","",-49.540333501,-3.88627058700001,0,0
"UCBT","13683743","13806871PE","",,"AN","","BT","BRBBB-FC","",-49.46218338,-3.55874010600002,0,0
"UCBT","2000175618","13802653PE","",,"AN","","BT","BRBBB-FC","",-49.484235876,-3.75957192800001,0,0
"UCBT","2000398008","15035268PE","",,"AN","","BT","BRBBB-FC","",-49.449244295,-3.27321209799999,0,0
"UCBT","12278691","13805512PE","",,"ABN","","BT","BRBBB-FC","",-49.553593513,-3.51836003099999,0,0
"UCBT","10923441","16320471PE","",,"AN","","BT","BRBBB-FC","",-49.607413323,-3.56022005800003,0,0
"UCBT","2000083098","16509070PE","",,"AN","","BT","BRBBB-FC","",-49.510203456,-3.99420074599999,0,0
"UCBT","2000510592","16169483PE","",,"AN","","BT","BRBBB-FC","",-49.51228292,-3.994520636,0,0
"UCBT","13106681","13806222PE","",,"AN","","BT","BRBBB-FC","",-49.534003483,-3.63540020400001,0,0
"UCBT","2000761507","17385248PE","",,"AN","","BT","BRBBB-FC","",-49.459547944,-3.555221641,0,0
"UCBT","2000151831","13802538PE","",,"AN","","BT","BRBBB-FC","",-49.539373493,-3.88682058699999,0,0
"UCBT","102741137","13800126PE","",,"AN","","BT","BRBBB-FC","",-49.508508228,-3.37075204500002,0,0
"UCBT","12867395","13805926PE","",,"AN","","BT","BRBBB-FC","",-49.478724807,-3.51905049099997,0,0
"UCBT","20196033","13798324PE","",,"AN","","BT","BRBBB-FC","",-49.601893585,-3.44722992999999,0,0
"UCBT","103194571","13800612PE","",,"AN","","BT","BRBBB-FC","",-49.554824798,-3.52042346500002,0,0
"UCBT","2000342838","16242288PE","",,"AN","","BT","BRBBB-FC","",-49.507706178,-3.36884206500002,0,0
"UCBT","2000494744","16167840PE","",,"AN","","BT","BRBBB-FC","",-49.512333463,-3.99869075200002,0,0
"UCBT","16812250","13808406PE","",,"AN","","BT","BRBBB-FC","",-49.554153493,-3.52037004499999,0,0
"UCBT","2000082121","16509277PE","",,"AN","","BT","BRBBB-FC","",-49.462653266,-3.55983094300001,0,0
"UCBT","17408682","5074973PE","",,"AN","","BT","BRBBB-FC","",-49.540513547,-3.92872072400002,0,0
"UCBT","2000303069","13273320PE","",,"AN","","BT","BRBBB-FC","",-49.484153414,-3.75801039200002,0,0
"UCBT","109305707","13801787PE","",,"AN","","BT","BRBBB-FC","",-49.511913568,-3.995790392,0,0
"UCBT","96706987","13799807PE","",,"AN","","BT","BRBBB-FC","",-49.510273468,-3.99841062299998,0,0
